סמל ועדה,שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,אצ,ב,ג,ד,ום,ז,זך,זנ,זץ,ט,י,יז,ינ,יץ,יק,כן,ך,ל,מחל,מרצ,נז,ני,נף,נץ,נק,נר,עם,פה,ף,צ,ץ,ק,קי,קך,קנ,קץ,רז,שס,ת
12,מבוא חורון,3709,1268,1083,4,1079,0,4,25,64,0,0,0,0,0,0,837,0,0,0,0,0,11,0,1,65,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,67,0
20,מגד אלכרום,516,11017,7347,67,7280,8,1,2,4,3002,3335,2,1,0,1,7,0,0,1,3,0,15,3,1,22,36,0,0,0,7,1,1,781,10,1,3,13,3,1,3,1,5,0,5,1
5,מולדת,269,883,605,1,604,67,2,3,2,0,0,0,0,0,0,27,0,0,0,0,0,135,0,7,43,36,0,0,0,0,0,0,0,277,0,1,0,0,0,0,0,2,0,2,0
5,מוקייבלה,635,2769,1128,16,1112,10,0,0,0,192,453,0,0,0,0,0,0,0,0,0,1,0,0,0,4,13,0,0,0,1,0,0,431,3,1,0,0,0,1,0,0,0,0,1,1
5,מזרע,104,701,489,0,489,79,0,3,2,0,1,0,0,0,0,3,1,3,0,0,0,67,1,11,15,123,0,0,0,0,1,0,0,177,1,0,0,0,0,0,0,1,0,0,0
17,מנוחה,2030,460,367,1,366,1,0,5,6,0,0,0,0,0,0,96,0,0,0,0,0,16,0,1,175,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,54,0
17,מפלסים,668,722,498,4,494,68,4,4,1,1,0,0,0,0,0,21,0,1,0,0,0,127,0,7,49,38,0,0,0,0,0,0,2,167,2,0,0,0,0,0,0,2,0,0,0
12,מצליח,757,958,727,9,718,9,1,3,1,0,0,0,0,1,1,119,0,9,0,0,0,85,0,9,341,4,0,0,0,0,0,0,0,87,0,0,1,1,0,0,0,2,1,43,0
3,מרגליות,843,354,220,1,219,7,0,2,3,0,0,0,0,0,0,29,0,0,0,0,0,21,0,3,103,4,0,0,0,0,0,0,0,23,0,0,0,0,0,0,1,0,0,23,0
5,מרחביה מושב,97,603,434,0,434,41,1,3,2,0,1,0,0,0,0,26,0,4,0,0,0,101,0,13,66,20,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,4,0,6,0
2,נגוהות,3724,230,195,0,195,0,1,12,1,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
19,נווה ירק,858,860,650,0,650,52,1,6,2,1,2,0,0,0,0,20,0,3,0,0,0,131,0,15,77,33,0,0,0,0,1,0,2,294,1,0,0,0,0,0,0,5,0,4,0
17,ניצן,351,1058,807,3,804,4,4,45,14,0,1,0,0,0,0,401,0,0,0,0,0,21,0,2,263,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,2,0,37,1
17,ניר ישראל,699,616,465,1,464,20,2,6,1,0,0,0,0,0,0,30,0,1,0,0,0,109,0,4,106,21,0,0,0,0,0,0,0,153,0,2,0,0,0,0,0,2,1,6,0
17,ניר עם,348,460,316,0,316,44,1,3,1,0,0,0,0,0,0,23,0,4,0,0,0,90,0,10,36,16,0,0,0,0,1,0,0,83,0,0,0,0,0,0,0,0,0,4,0
18,ניר עקיבא,2048,467,327,1,326,16,0,8,2,0,0,0,0,0,0,65,0,0,0,0,0,46,0,6,80,9,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,37,0
10,נתניה,7400,184271,107346,693,106653,1898,305,1123,2850,20,44,7,4,5,6,12177,21,377,3,8,12,8979,11,7126,37830,1118,22,40,9,30,23,8,42,18633,29,252,13,43,7,35,35,317,27,13112,52
5,עוזייר,528,2223,1090,10,1080,5,0,0,0,337,236,0,0,0,1,0,0,0,0,0,0,4,0,0,2,6,0,0,0,0,0,0,479,6,0,0,1,0,0,1,2,0,0,0,0
20,עראבה,531,15004,8505,57,8448,8,0,0,2,2189,3604,0,1,0,0,4,0,1,1,1,0,6,3,4,24,32,0,0,1,2,1,0,2523,10,0,1,13,3,0,3,2,1,1,4,3
6,פקיעין חדשה,281,355,282,1,281,4,0,2,3,0,0,0,0,0,0,41,0,2,0,0,0,9,0,0,135,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,77,0
9,פרדס חנהכרכור,7800,32011,22231,89,22142,1607,62,221,114,11,97,1,0,0,1,1862,10,75,1,0,0,2464,0,651,6260,1231,0,4,0,2,9,1,27,5987,3,36,0,8,4,4,3,276,1,1096,13
10,צוקי ים,1102,193,132,0,132,11,0,1,1,0,1,0,0,0,0,6,0,0,0,0,0,20,0,4,20,19,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,1,0,1,0
13,קבוצת יבנה,334,598,415,1,414,14,2,71,2,0,0,0,0,0,0,63,0,0,0,0,0,132,0,4,61,7,0,0,0,0,2,0,0,47,0,2,0,0,0,0,0,3,0,4,0
10,קדימהצורן,195,14221,10590,31,10559,684,29,74,20,0,14,0,0,0,3,744,3,27,0,0,0,1437,0,316,2168,372,1,0,0,0,3,0,3,4023,1,21,0,4,0,3,1,59,0,549,0
18,קלחים,414,383,299,1,298,23,0,4,1,0,0,0,0,0,0,34,0,0,0,0,0,41,0,1,85,24,0,0,0,0,0,0,0,65,0,1,0,0,0,0,0,1,0,18,0
18,קצר אסר,1347,1409,1060,7,1053,2,0,0,0,1,14,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,2,1,1017,0,0,1,1,0,0,1,1,3,0,2,0
8,קרית טבעון,2300,14446,9744,28,9716,1230,28,75,104,11,78,0,1,1,0,397,5,40,0,0,0,1193,1,240,1339,1036,0,12,0,3,1,0,36,3672,4,13,1,2,1,5,1,100,0,86,0
2,קרית יערים,1137,3496,2720,17,2703,4,3,7,1746,0,1,0,0,0,0,214,0,1,0,0,0,11,0,0,80,0,0,0,0,0,1,0,0,9,0,3,1,0,0,0,0,3,0,619,0
8,קרית מוצקין,8200,40338,25556,169,25387,665,69,212,72,8,14,0,1,1,2,2134,5,128,2,2,3,3406,4,1940,8548,320,2,30,1,14,10,3,5,6739,5,58,3,11,2,10,10,57,13,867,11
11,ראש העין,2640,47535,36897,140,36757,1008,123,336,676,5,25,2,1,2,0,5460,7,158,1,0,1,5114,0,1001,11354,622,1,10,0,3,7,2,16,7340,11,66,4,12,0,10,7,139,5,3225,3
18,רהט,1161,35944,21846,204,21642,119,4,11,30,3015,2713,3,3,1,4,22,0,5,3,5,4,204,11,6,341,853,3,0,1,8,4,1,14013,134,6,16,16,3,6,10,10,8,5,31,10
8,רכסים,922,6974,5873,36,5837,15,3,6,2412,0,0,0,0,0,0,255,0,0,0,0,0,35,0,15,271,7,0,0,0,0,0,0,0,40,0,5,0,0,0,0,0,3,0,2770,0
15,רמת גן,8600,132607,86540,351,86189,5638,507,939,810,73,309,5,6,3,5,6206,24,342,2,0,3,12338,18,3378,19237,4697,2,21,1,15,19,3,84,27288,18,178,9,21,3,29,24,422,11,3476,25
5,רמת דוד,135,404,305,0,305,60,1,1,0,0,2,0,0,0,0,11,0,2,0,0,0,52,0,6,25,22,0,0,0,0,0,0,0,120,0,1,0,0,0,0,0,2,0,0,0
5,שבלי  אום אלגנם,913,4548,2276,18,2258,53,0,0,3,250,293,6,0,0,0,3,1,1,0,0,0,26,1,6,33,21,0,0,0,2,0,0,1524,14,0,0,2,1,1,1,1,2,1,12,0
17,שדה עוזיהו,739,1026,851,2,849,7,0,3,20,0,0,0,0,0,0,129,0,2,0,1,0,55,0,1,462,0,0,0,0,0,0,1,0,25,0,2,0,0,0,0,0,0,0,141,0
9,שדות ים,327,749,603,1,602,75,1,2,9,0,3,0,0,0,0,10,1,1,0,0,0,102,0,12,38,56,0,0,0,0,0,0,0,275,1,1,0,1,0,0,0,8,0,6,0
2,אבו גוש,472,5094,2809,40,2769,14,1,1,3,1263,312,0,0,0,0,13,0,0,0,0,0,8,3,2,208,58,0,0,0,0,0,0,838,26,0,2,7,1,0,1,1,3,0,4,0
6,אבו סנאן,473,10013,5458,76,5382,34,0,3,0,677,2030,4,1,2,0,6,4,0,4,1,1,401,2,355,405,82,1,0,0,5,3,0,1160,163,0,1,4,1,3,1,6,9,0,12,1
8,אבטין,652,1583,682,8,674,1,0,0,0,58,168,0,0,0,0,1,0,0,0,0,0,4,0,19,11,1,0,0,0,0,0,0,401,6,0,0,0,0,0,0,0,1,0,3,0
10,אבן יהודה,182,10452,7712,19,7693,540,14,59,26,2,14,0,0,0,0,416,5,23,0,0,0,1178,0,142,1509,410,0,2,0,0,1,0,8,3159,0,13,1,4,0,2,1,37,1,126,0
17,אבן שמואל,400,1069,905,1,904,4,0,44,14,0,0,0,0,0,0,482,0,0,0,0,0,19,0,0,248,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,86,0
8,אושה,278,403,289,2,287,45,0,1,1,0,4,0,0,0,0,9,0,0,0,0,0,49,0,7,28,14,0,0,0,0,1,0,0,126,0,1,0,0,0,0,0,0,0,1,0
20,אחיהוד,785,714,544,4,540,2,0,6,8,0,0,0,0,0,0,174,0,3,0,0,0,18,0,0,242,1,0,0,0,0,0,0,0,11,0,1,0,1,0,0,0,0,0,73,0
4,אילניה,49,459,296,4,292,16,0,4,2,0,0,0,0,0,0,27,0,1,0,0,0,52,0,6,89,9,0,0,0,0,1,0,0,82,0,0,0,0,0,0,0,0,0,3,0
2,אלון שבות,3604,2286,1686,4,1682,12,11,396,12,0,0,0,0,0,0,802,0,0,0,0,0,124,0,14,249,4,0,0,0,0,1,0,0,28,3,2,0,0,0,0,0,2,0,22,0
4,אליעד,4002,330,244,1,243,30,3,5,0,0,1,0,0,0,0,31,0,1,0,0,0,53,0,5,24,15,0,0,0,0,0,0,1,72,0,0,0,0,0,0,0,1,0,1,0
17,אמונים,772,735,528,2,526,23,0,7,5,0,1,0,0,0,0,44,0,9,0,0,0,94,0,4,163,7,0,0,0,0,0,0,0,94,0,1,1,0,0,1,0,2,0,70,0
2,אפרת,3650,6764,4901,15,4886,34,31,761,42,1,1,0,0,0,0,2357,1,13,0,0,0,309,0,56,973,14,1,0,0,0,0,2,3,142,3,7,0,5,2,0,0,23,0,104,1
17,באר טוביה,155,849,673,1,672,51,1,2,1,0,1,0,0,0,0,27,0,5,0,0,0,160,0,18,70,46,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,7,0,10,0
11,בארות יצחק,450,384,262,2,260,7,0,69,1,0,0,0,0,0,0,65,0,0,0,0,0,48,1,1,36,2,0,0,0,0,0,0,0,25,0,1,0,1,1,0,0,0,0,2,0
3,בוקעאתא,4001,749,190,0,190,6,0,0,0,1,0,8,0,0,0,0,1,0,0,0,0,72,0,49,33,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,13,0
18,בטחה,762,629,515,0,515,3,0,2,5,0,0,0,0,0,0,91,0,2,0,0,0,32,0,0,262,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,107,0
17,ביצרון,234,858,653,0,653,49,1,3,5,0,1,0,0,0,0,25,0,3,0,0,0,126,0,14,77,30,0,1,0,0,0,0,1,308,0,0,0,0,0,0,0,5,0,3,1
2,בית אל,3574,3503,2704,6,2698,3,9,67,26,0,0,0,0,0,0,2246,0,0,0,0,0,18,0,3,261,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,58,0
2,בית חורון,3575,886,718,1,717,3,4,68,8,0,0,0,1,0,0,328,0,0,0,0,0,34,0,7,212,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,1,0,32,1
2,בית נקופה,672,498,371,3,368,18,1,0,1,1,0,0,0,0,0,50,0,0,0,0,0,47,0,9,98,28,0,0,0,0,0,0,0,93,1,0,0,0,0,0,0,2,0,19,0
17,בית שקמה,747,575,425,4,421,5,0,4,6,0,0,0,0,0,0,86,0,3,0,0,0,17,0,5,175,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,105,1
13,בני ראם,588,927,723,1,722,2,0,49,47,0,0,0,0,0,0,302,0,4,0,0,0,27,0,1,210,1,0,0,0,1,0,0,0,10,1,2,0,1,0,0,1,0,0,63,0
9,בנימינהגבעת עדה,9800,10889,7860,20,7840,768,28,107,11,8,31,0,1,0,1,317,6,21,0,1,0,1117,0,215,1390,633,0,0,0,1,3,0,13,2972,0,11,0,2,0,0,1,48,0,133,1
5,בסמת טבעון,944,5169,2242,27,2215,16,3,1,0,283,261,2,1,0,1,4,0,0,0,0,0,37,0,3,64,37,0,0,2,1,0,0,1462,19,1,3,2,0,4,1,2,1,0,4,0
5,בקעות,3612,145,104,0,104,3,0,4,1,0,0,0,0,0,0,12,0,0,0,0,0,19,0,1,37,1,0,0,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,4,0
17,ברכיה,746,793,694,1,693,1,7,14,21,0,0,0,0,0,0,218,0,0,0,0,0,17,0,2,240,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,168,0
10,בת חן,1361,395,234,0,234,20,0,5,1,0,2,0,0,2,0,9,0,0,0,0,0,27,0,6,21,14,0,0,0,0,0,0,0,123,0,0,0,1,0,0,0,3,0,0,0
10,גאולים,379,721,529,1,528,26,3,9,2,0,0,0,0,0,0,71,0,2,0,0,0,75,0,4,163,10,0,1,0,0,0,0,0,125,0,1,0,0,0,0,1,9,0,26,0
2,גבע בנימין,3763,3518,2566,10,2556,15,7,35,42,0,0,0,0,0,0,857,0,4,0,0,2,84,0,42,800,8,0,0,0,0,0,0,0,86,0,5,0,0,0,1,0,7,0,561,0
13,גבעת ברנר,147,1923,1430,3,1427,266,3,9,2,0,5,0,0,0,0,38,0,6,1,0,0,232,0,17,131,130,0,1,0,0,2,0,0,564,2,2,0,0,0,0,0,5,0,11,0
5,גבעת עוז,703,409,255,1,254,37,0,3,0,1,0,0,0,0,0,8,0,0,0,0,0,47,0,4,11,50,0,0,0,0,0,0,0,92,0,0,0,1,0,0,0,0,0,0,0
13,גדרה,2550,18430,13321,60,13261,515,46,135,117,1,14,0,0,0,1,1949,0,69,0,1,1,1659,0,296,4096,340,3,1,0,1,2,1,5,3174,3,17,2,7,0,1,0,54,2,744,4
5,גזית,457,684,469,0,469,60,1,1,0,1,2,0,0,0,0,7,0,3,0,0,0,64,0,15,12,118,1,0,0,0,0,0,0,173,0,1,0,0,0,0,0,10,0,0,0
20,גילון,1204,937,673,3,670,58,3,10,2,1,0,0,0,0,0,14,0,0,0,0,0,111,0,29,63,33,0,0,0,0,1,0,0,340,0,0,0,0,0,0,0,5,0,0,0
5,גיתית,3613,253,191,0,191,6,0,17,0,0,0,0,0,0,0,101,0,0,0,0,0,13,0,3,39,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0
5,גן נר,1274,1633,1135,5,1130,53,5,13,6,0,1,0,0,0,0,111,0,8,0,0,0,134,0,34,401,23,0,0,0,1,0,0,0,308,0,4,0,0,0,0,1,7,0,20,0
4,גשר,305,405,251,1,250,71,1,5,0,0,1,0,0,0,0,4,0,2,0,0,0,38,0,5,16,18,0,0,0,0,0,0,2,86,0,0,0,0,0,0,0,0,0,0,1
5,דברת,407,372,258,0,258,40,2,1,0,0,0,0,0,0,0,5,0,6,0,0,0,52,0,5,27,7,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,4,0
3,דובב,1067,357,247,0,247,1,0,2,6,2,0,0,0,0,0,34,0,0,0,0,0,12,0,0,154,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,33,0
20,דייר אלאסד,490,8337,5783,37,5746,9,0,0,0,727,2109,0,0,0,0,3,0,0,0,1,0,8,0,1,32,30,0,0,0,2,0,0,2574,103,0,0,2,0,2,0,0,2,0,140,1
18,הוזייל שבט,956,1156,403,5,398,1,0,1,0,32,35,0,1,0,0,1,0,1,0,0,0,1,1,1,9,8,0,0,0,0,0,0,303,1,0,0,0,0,0,0,0,1,0,1,0
2,הר אדר,3769,3177,2361,6,2355,166,7,35,4,0,6,0,0,0,0,151,1,6,0,0,2,406,0,74,508,161,0,2,0,0,1,1,2,784,2,1,2,0,0,0,0,11,1,21,0
2,זכריה,799,767,626,4,622,3,1,2,3,0,0,0,0,0,0,102,0,1,0,0,0,30,0,2,384,1,0,0,0,1,0,0,0,37,0,0,0,0,0,0,0,0,0,55,0
10,חבצלת השרון,235,340,209,0,209,17,0,2,0,1,0,0,0,0,0,23,0,0,0,0,0,33,0,2,32,23,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,5,0
3,חולתה,253,482,349,0,349,88,2,5,0,0,2,0,0,0,0,22,0,0,0,0,0,42,0,4,19,32,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,11,0,1,0
6,חוסן,662,789,558,4,554,8,1,8,4,0,0,0,0,0,0,76,0,2,0,0,0,51,0,14,280,6,0,0,0,1,0,0,0,54,0,1,0,0,0,0,0,1,0,47,0
10,חירות,162,963,747,0,747,149,1,5,0,0,2,0,0,0,0,8,1,1,0,0,0,113,0,7,29,59,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,7,0,3,0
17,חלץ,820,367,270,2,268,2,0,4,0,0,0,0,0,0,0,34,0,4,0,0,0,21,0,1,152,1,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,36,0
5,חמדת,3646,164,121,0,121,0,0,13,0,0,0,0,0,0,0,73,0,0,0,0,0,2,0,0,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
5,חמרה,3609,148,104,1,103,5,0,2,1,0,0,0,0,0,0,34,0,1,0,0,0,12,0,0,29,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0
2,טל שחר,462,811,615,0,615,68,5,5,1,0,3,0,0,0,0,31,0,2,0,0,0,118,0,14,75,49,0,0,0,1,0,0,0,224,1,1,0,0,0,0,1,8,0,8,0
20,טמרה,8900,22645,14414,68,14346,37,3,1,4,3554,4949,2,1,1,2,3,1,1,1,4,2,35,2,2,86,107,1,0,0,3,0,1,5151,344,1,3,13,1,2,4,4,10,0,6,4
17,יד נתן,775,419,308,2,306,16,2,6,2,0,0,0,0,0,0,35,0,0,0,0,0,73,0,7,37,8,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,9,1
20,יעד,1138,628,445,0,445,90,1,2,0,0,2,0,0,0,0,4,0,0,0,0,0,61,0,5,11,72,0,0,0,0,0,0,3,185,0,1,0,0,0,0,0,8,0,0,0
10,יעף,1044,185,134,0,134,11,0,0,0,1,1,0,0,0,0,11,0,0,0,0,0,25,0,0,21,11,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,4,0,5,0
5,יפעת,134,858,649,1,648,125,1,8,1,1,0,0,0,0,0,21,0,3,0,0,0,100,0,13,61,49,0,0,0,0,0,0,0,255,0,1,0,0,0,0,0,5,0,4,0
5,ירדנה,2026,283,220,2,218,1,1,2,0,0,0,0,0,0,0,28,1,0,0,0,0,26,0,0,139,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0
2,כוכב יעקב,3779,5005,4040,24,4016,3,7,27,809,0,0,0,0,0,0,1302,0,0,0,0,0,10,0,3,228,4,0,0,0,0,0,0,2,7,0,4,0,0,0,0,0,2,3,1602,3
4,כנף,4028,350,219,2,217,24,4,7,2,0,0,0,0,0,0,15,0,2,0,0,0,51,0,4,25,7,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0
5,כעביהטבאשחגאגרה,978,3989,2248,15,2233,8,0,0,0,101,154,0,0,0,0,2,0,0,0,1,0,179,1,6,59,16,0,0,1,0,0,1,1491,168,2,1,3,0,2,0,7,4,2,23,1
8,כפר ביאליק,220,474,353,1,352,21,1,1,1,0,1,0,0,0,0,19,0,1,0,0,0,68,0,7,86,18,0,1,0,0,0,0,0,120,0,1,0,0,0,0,0,3,0,3,0
13,כפר בילו,177,867,675,1,674,80,0,8,9,0,2,0,0,0,0,29,0,3,0,0,0,140,0,17,61,58,0,0,0,0,0,0,1,257,1,1,0,0,0,0,0,0,0,7,0
3,כפר הנשיא,443,742,402,0,402,75,1,3,1,0,2,0,0,0,0,12,0,1,0,1,0,68,0,5,20,53,0,0,0,0,1,0,1,148,0,0,0,1,0,0,0,7,0,2,0
10,כפר ויתקין,190,1444,1057,4,1053,159,4,2,0,0,4,0,0,0,0,22,2,1,0,0,0,172,0,15,44,117,0,0,0,0,0,0,2,505,0,0,0,0,0,0,0,4,0,0,0
3,כפר חושן,609,617,433,1,432,4,0,2,10,0,0,0,0,0,0,97,0,1,0,0,0,47,0,1,197,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,1,0,62,0
10,כפר חיים,193,436,339,1,338,44,0,1,1,0,2,0,0,0,0,3,0,0,0,0,0,47,0,1,31,30,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,4,0,1,0
13,כפר מרדכי,764,478,364,0,364,50,0,1,1,0,3,0,0,0,0,6,0,0,0,0,0,78,0,3,27,38,0,0,0,0,0,0,1,153,0,2,0,0,0,0,0,0,0,1,0
17,כפר עזה,845,768,563,1,562,93,2,5,0,0,3,0,0,0,0,29,0,0,0,0,0,114,0,13,49,55,0,0,0,0,0,0,2,192,0,2,0,0,0,0,0,1,0,2,0
20,לוטם,1171,533,363,1,362,41,2,2,0,0,2,0,0,0,0,15,0,1,0,0,1,55,0,5,20,43,0,0,0,0,0,0,15,144,0,2,0,1,0,1,0,9,0,3,0
2,מבשרת ציון,1015,18488,13173,38,13135,687,41,125,72,5,32,0,1,0,0,1473,3,28,0,0,4,1575,0,317,4316,866,0,1,0,0,2,1,12,2771,2,14,2,1,0,1,1,40,0,741,1
4,מגאר,481,16337,7186,108,7078,191,3,63,1,255,1261,2,0,0,0,15,110,7,5,0,0,652,0,951,521,351,3,4,0,1,2,1,1973,415,3,5,3,2,0,1,14,5,4,252,2
5,מגן שאול,1155,413,329,0,329,7,1,2,1,0,0,0,0,0,0,45,0,2,0,0,0,44,0,7,168,5,0,0,0,0,0,0,0,29,0,2,0,0,0,0,0,0,0,16,0
2,מוצא עילית,208,1227,852,5,847,73,0,8,1,3,8,0,0,0,0,39,1,2,0,0,0,135,0,14,146,105,0,0,0,0,1,0,0,299,0,0,0,0,0,0,0,2,0,8,2
13,מזכרת בתיה,28,9440,7165,25,7140,389,36,181,21,0,6,0,1,0,0,720,1,35,0,0,0,1248,0,153,1838,193,0,1,0,0,0,0,4,2068,1,16,0,2,0,1,2,22,0,201,0
3,מחניים,308,589,406,1,405,70,2,4,2,0,3,0,0,0,0,31,0,1,0,0,0,52,0,9,85,26,0,0,0,0,0,0,0,111,1,2,0,0,0,0,0,3,0,3,0
5,מכורה,3614,143,95,0,95,3,3,8,0,0,0,0,0,0,0,17,0,0,0,0,0,11,0,9,23,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0
20,מנוף,1174,672,459,1,458,54,0,2,1,0,2,0,0,0,0,5,0,2,0,0,0,64,0,16,19,56,0,0,0,0,1,0,3,229,0,0,0,0,0,0,0,4,0,0,0
10,מעברות,197,745,551,2,549,81,0,2,3,0,3,0,0,0,0,6,1,1,0,0,0,80,0,2,14,168,0,1,0,0,0,0,0,182,0,0,0,1,0,0,0,3,0,1,0
3,מעין ברוך,416,489,322,0,322,58,0,5,0,0,1,0,0,0,0,12,0,2,0,0,0,41,0,16,36,22,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,1,0,2,0
2,מעלה החמישה,286,589,423,1,422,94,1,3,0,0,0,0,0,0,0,3,0,2,0,0,0,74,0,10,24,52,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,2,0,1,0
2,מעלה לבונה,3752,461,351,0,351,0,0,7,1,0,0,0,0,0,0,301,0,0,0,0,0,0,0,1,33,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0
11,מעש,230,659,492,0,492,41,1,5,2,0,1,0,0,0,0,39,1,0,0,0,0,75,0,11,79,20,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,1,0,5,0
5,מרחביה קיבוץ,66,481,324,1,323,8,1,3,1,0,1,0,0,0,0,8,1,1,0,0,0,53,0,15,76,40,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,1,0,4,0
5,משכיות,3785,104,88,0,88,0,0,0,0,0,0,0,0,0,0,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0
12,משמר דוד,563,735,616,2,614,41,2,8,0,1,4,0,0,0,0,28,0,1,0,0,0,114,0,34,99,47,0,0,0,0,0,0,0,227,1,2,0,0,0,0,0,5,0,0,0
9,משמרות,213,734,581,0,581,113,4,2,2,0,3,0,0,0,0,6,1,1,0,0,0,73,0,15,49,55,0,0,0,0,0,0,0,251,1,0,0,1,0,1,0,3,0,0,0
17,משען,791,725,569,0,569,9,1,8,15,0,0,0,0,0,0,101,0,3,0,0,0,39,0,4,290,1,0,0,0,0,0,0,0,28,0,0,0,0,0,1,0,0,0,68,1
2,נווה אילן,405,736,506,1,505,43,0,3,3,0,4,0,0,0,0,8,0,0,0,0,0,100,0,18,98,48,0,0,0,0,0,0,1,172,0,0,1,0,0,0,0,1,0,5,0
5,נוף הגליל,1061,36823,19487,273,19214,304,33,53,505,1324,3293,1,4,3,1,1437,8,43,7,0,1,788,26,2835,5310,251,1,7,6,6,10,3,380,1921,9,38,1,12,0,7,11,37,5,510,23
2,נוקדים,3726,1429,1027,5,1022,4,15,86,17,1,1,0,0,0,0,499,0,3,0,0,0,44,0,61,235,2,0,0,0,0,1,0,0,28,2,1,0,0,0,1,0,5,0,16,0
5,ניין,523,1446,747,9,738,5,1,0,1,217,134,0,0,0,0,1,0,0,0,0,0,4,0,0,34,161,0,0,0,0,0,0,162,13,0,0,0,1,0,0,1,0,0,3,0
17,ניצן ב,1419,235,160,0,160,2,0,4,3,0,0,0,0,0,0,47,0,1,0,0,0,4,0,1,72,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,19,0
19,ניר אליהו,808,425,316,2,314,82,2,3,0,0,0,0,0,0,0,9,0,0,0,0,0,43,0,6,13,41,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,6,0,0,0
17,ניר חן,11,445,299,0,299,19,0,3,2,0,0,0,1,0,0,35,0,2,0,0,0,76,0,4,75,14,0,0,0,0,0,0,0,64,0,0,0,0,0,0,1,0,0,3,0
2,נס הרים,825,884,642,2,640,35,4,11,7,0,3,0,0,0,1,97,0,0,0,0,0,165,0,10,199,18,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,2,0,27,0
20,סחנין,7500,22610,15432,122,15310,30,0,1,5,4557,5963,1,2,2,4,6,2,2,1,1,1,16,3,6,47,70,0,0,0,3,1,1,4477,54,1,3,11,2,3,3,0,5,0,21,5
3,עגר,4501,1844,555,8,547,37,0,2,0,2,17,1,0,0,0,2,0,1,0,0,1,133,0,40,47,32,0,0,1,0,1,1,80,63,0,0,0,5,0,1,4,1,2,71,2
2,עופרה,3617,2027,1482,4,1478,4,7,140,4,0,0,0,0,0,0,1020,0,3,0,0,0,16,0,6,242,1,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,6,0,20,0
12,עזריה,711,392,337,1,336,4,0,1,2,0,0,0,0,0,0,46,0,2,0,0,0,45,0,3,176,2,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0,0,35,0
5,עין דור,436,927,572,2,570,66,2,3,1,0,1,0,0,0,0,22,0,4,0,0,1,79,0,15,32,99,0,1,0,0,0,0,0,233,1,0,0,0,0,0,0,10,0,0,0
